"","EmployeeNumber","Age","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","PropensityToStay"
"1171",1648,27,"Travel_Frequently",591,"Research & Development",2,3,4,"Male",87,3,1,"Research Scientist","Single",2580,6297,2,"No",13,3,3,0,6,0,2,4,2,1,2,74
"992",1396,32,"Travel_Rarely",499,"Sales",2,1,3,"Male",36,3,2,"Sales Executive","Married",4078,20497,0,"Yes",13,3,1,3,4,3,2,3,2,1,2,79
"1222",1712,45,"Non-Travel",1238,"Research & Development",1,1,3,"Male",74,2,3,"Healthcare Representative","Married",10748,3395,3,"No",23,4,4,1,25,3,2,23,15,14,4,63
"939",1308,58,"Travel_Rarely",848,"Research & Development",23,4,1,"Male",88,3,1,"Research Scientist","Divorced",2372,26076,1,"No",12,3,4,2,2,3,3,2,2,2,2,61
"636",880,35,"Travel_Rarely",607,"Research & Development",9,3,4,"Female",66,2,3,"Manufacturing Director","Married",10685,23457,1,"Yes",20,4,2,1,17,2,3,17,14,5,15,43
"998",1405,27,"Travel_Rarely",135,"Research & Development",17,4,4,"Female",51,3,1,"Research Scientist","Single",2394,25681,1,"Yes",13,3,4,0,8,2,3,8,2,7,7,27
"1296",1815,41,"Travel_Rarely",796,"Sales",4,1,3,"Female",81,3,3,"Sales Executive","Divorced",10447,26458,0,"Yes",13,3,4,1,23,3,4,22,14,13,5,63
"14",18,34,"Travel_Rarely",1346,"Research & Development",19,2,2,"Male",93,3,1,"Laboratory Technician","Divorced",2661,8758,0,"No",11,3,3,1,3,2,3,2,2,1,2,39
"290",395,28,"Travel_Rarely",1117,"Research & Development",8,2,4,"Female",66,3,1,"Research Scientist","Single",3310,4488,1,"No",21,4,4,0,5,3,3,5,3,0,2,68
"800",1109,42,"Travel_Rarely",469,"Research & Development",2,2,4,"Male",35,3,4,"Manager","Married",17665,14399,0,"No",17,3,4,1,23,3,3,22,6,13,7,69
"910",1269,19,"Travel_Rarely",265,"Research & Development",25,3,2,"Female",57,4,1,"Research Scientist","Single",2994,21221,1,"Yes",12,3,4,0,1,2,3,1,0,0,1,34
"318",433,52,"Travel_Rarely",723,"Research & Development",8,4,3,"Male",85,2,2,"Research Scientist","Married",4941,17747,2,"No",15,3,1,0,11,3,2,8,2,7,7,43
"358",478,21,"Travel_Frequently",756,"Sales",1,1,1,"Female",99,2,1,"Sales Representative","Single",2174,9150,1,"Yes",11,3,3,0,3,3,3,3,2,1,2,35
"840",1171,42,"Travel_Rarely",647,"Sales",4,4,2,"Male",45,3,2,"Sales Executive","Single",5155,2253,7,"No",13,3,4,0,9,3,4,6,4,1,5,62
"111",145,51,"Travel_Frequently",1456,"Research & Development",1,4,1,"Female",30,2,3,"Healthcare Representative","Single",7484,25796,3,"No",20,4,3,0,23,1,2,13,12,12,8,64
"915",1278,55,"Non-Travel",177,"Research & Development",8,1,4,"Male",37,2,4,"Healthcare Representative","Divorced",13577,25592,1,"Yes",15,3,4,1,34,3,3,33,9,15,0,61
"973",1368,18,"Non-Travel",1124,"Research & Development",1,3,4,"Female",97,3,1,"Laboratory Technician","Single",1611,19305,1,"No",15,3,3,0,0,5,4,0,0,0,0,65
"842",1173,24,"Travel_Rarely",477,"Research & Development",24,3,4,"Male",49,3,1,"Laboratory Technician","Single",3597,6409,8,"No",22,4,4,0,6,2,3,4,3,1,2,47
"722",1005,50,"Travel_Rarely",939,"Research & Development",24,3,4,"Male",95,3,4,"Manufacturing Director","Married",13973,4161,3,"Yes",18,3,4,1,22,2,3,12,11,1,5,54
"1011",1424,55,"Travel_Rarely",1136,"Research & Development",1,4,2,"Male",81,4,4,"Research Director","Divorced",14732,12414,2,"No",13,3,4,2,31,4,4,7,7,0,0,66
"889",1243,35,"Non-Travel",1212,"Sales",8,2,3,"Female",78,2,3,"Sales Executive","Married",10377,13755,4,"Yes",11,3,2,1,16,6,2,13,2,4,12,62
"1292",1809,37,"Travel_Rarely",370,"Research & Development",10,4,4,"Male",58,3,2,"Manufacturing Director","Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8,17
"1247",1747,30,"Travel_Frequently",600,"Human Resources",8,3,3,"Female",66,2,1,"Human Resources","Divorced",2180,9732,6,"No",11,3,3,1,6,0,2,4,2,1,2,54
