"","EmployeeNumber","Age","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","PropensityToStay"
"656",910,33,"Travel_Rarely",1075,"Human Resources",3,2,4,"Male",57,3,1,"Human Resources","Divorced",2277,22650,3,"Yes",11,3,3,1,7,4,4,4,3,0,3,77
"401",531,39,"Travel_Frequently",1218,"Research & Development",1,1,2,"Male",52,3,5,"Manager","Divorced",19197,8213,1,"Yes",14,3,3,1,21,3,3,21,8,1,6,66
"1288",1803,42,"Travel_Rarely",1128,"Research & Development",13,3,2,"Male",95,4,2,"Healthcare Representative","Married",5538,5696,5,"No",18,3,3,2,10,2,2,0,0,0,0,67
"843",1175,28,"Travel_Rarely",1485,"Research & Development",12,1,3,"Female",79,3,1,"Laboratory Technician","Married",2515,22955,1,"Yes",11,3,4,0,1,4,2,1,1,0,0,29
"442",591,42,"Travel_Frequently",1474,"Research & Development",5,2,2,"Male",97,3,1,"Laboratory Technician","Married",2093,9260,4,"No",17,3,4,1,8,4,3,2,2,2,0,69
"314",428,33,"Travel_Frequently",553,"Research & Development",5,4,4,"Female",74,3,3,"Manager","Married",11878,23364,6,"No",11,3,2,2,12,2,3,10,6,8,8,72
"1186",1666,43,"Travel_Rarely",1291,"Research & Development",15,2,3,"Male",65,2,4,"Research Director","Married",17603,3525,1,"No",24,4,1,1,14,3,3,14,10,6,11,72
"738",1025,41,"Travel_Rarely",549,"Research & Development",7,2,4,"Female",42,3,2,"Manufacturing Director","Single",5003,23371,6,"No",14,3,2,0,8,6,3,2,2,2,1,57
"743",1030,50,"Travel_Rarely",804,"Research & Development",9,3,1,"Male",64,3,1,"Laboratory Technician","Married",2380,20165,4,"No",18,3,2,0,8,5,3,1,0,0,0,78
"1218",1707,24,"Travel_Rarely",581,"Research & Development",9,3,3,"Male",62,4,1,"Research Scientist","Married",4401,17616,1,"No",16,3,4,1,5,1,3,5,3,0,4,36
"1048",1477,33,"Travel_Frequently",430,"Sales",7,3,4,"Male",54,3,2,"Sales Executive","Married",4373,17456,0,"No",14,3,1,2,5,2,3,4,3,0,3,47
"1094",1547,42,"Travel_Frequently",288,"Research & Development",2,3,4,"Male",40,3,3,"Healthcare Representative","Married",10124,18611,2,"Yes",14,3,3,1,24,3,1,20,8,13,9,50
"1195",1676,47,"Travel_Rarely",1225,"Sales",2,4,2,"Female",47,4,4,"Manager","Divorced",15972,21086,6,"No",14,3,3,3,29,2,3,3,2,1,2,69
"959",1344,34,"Travel_Rarely",943,"Research & Development",9,3,4,"Male",86,3,3,"Healthcare Representative","Divorced",8500,5494,0,"No",11,3,4,1,10,0,2,9,7,1,6,69
"762",1052,36,"Travel_Rarely",660,"Research & Development",15,3,1,"Male",81,3,2,"Laboratory Technician","Divorced",4834,7858,7,"No",14,3,2,1,9,3,2,1,0,0,0,35
"1265",1770,55,"Travel_Rarely",478,"Research & Development",2,3,3,"Male",60,2,5,"Research Director","Married",19038,19805,8,"No",12,3,2,3,34,2,3,1,0,0,0,74
"564",781,25,"Travel_Rarely",883,"Sales",26,1,3,"Female",32,3,2,"Sales Executive","Single",6180,22807,1,"No",23,4,2,0,6,5,2,6,5,1,4,44
"1292",1809,37,"Travel_Rarely",370,"Research & Development",10,4,4,"Male",58,3,2,"Manufacturing Director","Single",4213,4992,1,"No",15,3,2,0,10,4,1,10,3,0,8,17
"232",319,42,"Travel_Rarely",532,"Research & Development",4,2,3,"Male",58,3,5,"Manager","Married",19232,4933,1,"No",11,3,4,0,22,3,3,22,17,11,15,58
"1450",2038,32,"Travel_Rarely",529,"Research & Development",2,3,4,"Male",78,3,1,"Research Scientist","Single",2439,11288,1,"No",14,3,4,0,4,4,3,4,2,1,2,75
"1263",1767,43,"Travel_Frequently",807,"Research & Development",17,3,3,"Male",38,2,1,"Research Scientist","Married",2437,15587,9,"Yes",16,3,4,1,6,4,3,1,0,0,0,21
"1346",1886,35,"Travel_Rarely",219,"Research & Development",16,2,4,"Female",44,2,2,"Manufacturing Director","Married",4788,25388,0,"Yes",11,3,4,0,4,2,3,3,2,0,2,50
"1176",1654,39,"Travel_Rarely",492,"Research & Development",12,3,4,"Male",66,3,2,"Manufacturing Director","Married",5295,7693,4,"No",21,4,3,0,7,3,3,5,4,1,0,62
"221",304,36,"Travel_Rarely",1396,"Research & Development",5,2,4,"Male",62,3,2,"Laboratory Technician","Single",5914,9945,8,"No",16,3,4,0,16,3,4,13,11,3,7,71
"471",632,24,"Travel_Frequently",535,"Sales",24,3,4,"Male",38,3,1,"Sales Representative","Married",2400,5530,0,"No",13,3,3,2,3,3,3,2,2,2,1,44
"62",79,38,"Travel_Frequently",653,"Research & Development",29,5,4,"Female",50,3,2,"Laboratory Technician","Single",2406,5456,1,"No",11,3,4,0,10,2,3,10,3,9,9,48
"1077",1520,54,"Travel_Frequently",1050,"Research & Development",11,4,2,"Female",87,3,4,"Manager","Divorced",16032,24456,3,"No",20,4,1,1,26,2,3,14,9,1,12,82
"1237",1733,36,"Travel_Rarely",1456,"Sales",13,5,2,"Male",96,2,2,"Sales Executive","Divorced",6134,8658,5,"Yes",13,3,2,3,16,3,3,2,2,2,2,33
"153",205,53,"Travel_Rarely",1436,"Sales",6,2,2,"Male",34,3,2,"Sales Representative","Married",2306,16047,2,"Yes",20,4,4,1,13,3,1,7,7,4,5,56
"688",958,36,"Travel_Rarely",938,"Research & Development",2,4,3,"Male",79,3,1,"Laboratory Technician","Single",2519,12287,4,"No",21,4,3,0,16,6,3,11,8,3,9,43
"969",1362,36,"Travel_Frequently",607,"Sales",7,3,1,"Female",83,4,2,"Sales Executive","Married",4639,2261,2,"No",16,3,4,1,17,2,2,15,7,6,13,63
