"","EmployeeNumber","Age","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","PropensityToStay"
"847",1182,35,"Travel_Rarely",819,"Research & Development",2,3,3,"Male",44,2,3,"Manufacturing Director","Divorced",10274,19588,2,"No",18,3,2,1,15,2,4,7,7,6,4,93
"614",847,34,"Travel_Rarely",829,"Human Resources",3,2,3,"Male",88,3,1,"Human Resources","Married",3737,2243,0,"No",19,3,3,1,4,1,1,3,2,0,2,57
"1303",1826,35,"Travel_Rarely",185,"Research & Development",23,4,2,"Male",91,1,1,"Laboratory Technician","Married",2705,9696,0,"No",16,3,2,1,6,2,4,5,4,0,3,48
"670",932,39,"Travel_Rarely",1122,"Research & Development",6,3,4,"Male",70,3,1,"Laboratory Technician","Married",2404,4303,7,"Yes",21,4,4,0,8,2,1,2,2,2,2,37
"158",214,58,"Travel_Rarely",1145,"Research & Development",9,3,2,"Female",75,2,1,"Research Scientist","Married",3346,11873,4,"Yes",20,4,2,1,9,3,2,1,0,0,0,36
"1376",1939,32,"Travel_Frequently",238,"Research & Development",5,2,1,"Female",47,4,1,"Research Scientist","Single",2432,15318,3,"Yes",14,3,1,0,8,2,3,4,1,0,3,50
"941",1310,39,"Travel_Rarely",360,"Research & Development",23,3,3,"Male",93,3,1,"Research Scientist","Single",3904,22154,0,"No",13,3,1,0,6,2,3,5,2,0,3,8
"119",155,36,"Travel_Rarely",922,"Research & Development",3,2,1,"Female",39,3,1,"Laboratory Technician","Divorced",2835,2561,5,"No",22,4,1,1,7,2,3,1,0,0,0,64
"710",991,31,"Non-Travel",335,"Research & Development",9,2,3,"Male",46,2,1,"Research Scientist","Single",2321,10322,0,"Yes",22,4,1,0,4,0,3,3,2,1,2,47
"788",1096,55,"Travel_Frequently",1091,"Research & Development",2,1,4,"Male",65,3,3,"Manufacturing Director","Married",10976,15813,3,"No",18,3,2,1,23,4,3,3,2,1,2,75
"1163",1639,35,"Travel_Rarely",737,"Sales",10,3,4,"Male",55,2,3,"Sales Executive","Married",10306,21530,9,"No",17,3,3,0,15,3,3,13,12,6,0,54
"1306",1830,54,"Travel_Rarely",431,"Research & Development",7,4,4,"Female",68,3,2,"Research Scientist","Married",6854,15696,4,"No",15,3,2,1,14,2,2,7,1,1,7,70
"1278",1789,46,"Travel_Rarely",734,"Research & Development",2,4,3,"Male",46,3,5,"Research Director","Divorced",19328,14218,7,"Yes",17,3,3,1,24,3,3,2,1,2,2,60
"128",167,19,"Travel_Rarely",528,"Sales",22,1,4,"Male",50,3,1,"Sales Representative","Single",1675,26820,1,"Yes",19,3,4,0,0,2,2,0,0,0,0,53
"868",1215,50,"Travel_Frequently",1421,"Research & Development",2,3,4,"Female",30,3,4,"Manager","Married",17856,9490,2,"No",22,4,3,1,32,3,3,2,2,2,2,67
"1023",1440,37,"Non-Travel",1413,"Research & Development",5,2,3,"Male",84,4,1,"Laboratory Technician","Single",3500,25470,0,"No",14,3,1,0,7,2,1,6,5,1,3,70
"1001",1409,52,"Travel_Rarely",258,"Research & Development",8,4,3,"Female",54,3,1,"Laboratory Technician","Married",2950,17363,9,"No",13,3,3,0,12,2,1,5,4,0,4,31
"551",758,23,"Travel_Rarely",650,"Research & Development",9,1,2,"Male",37,3,1,"Laboratory Technician","Married",2500,4344,1,"No",14,3,4,1,5,2,4,4,3,0,2,61
"566",784,23,"Travel_Rarely",310,"Research & Development",10,1,1,"Male",79,4,1,"Research Scientist","Single",3505,19630,1,"No",18,3,4,0,2,3,3,2,2,0,2,66
"903",1259,27,"Travel_Rarely",1167,"Research & Development",4,2,1,"Male",76,3,1,"Research Scientist","Divorced",2517,3208,1,"No",11,3,2,3,5,2,3,5,3,0,3,72
"814",1127,39,"Travel_Frequently",203,"Research & Development",2,3,1,"Male",84,3,4,"Healthcare Representative","Divorced",12169,13547,7,"No",11,3,4,3,21,4,3,18,7,11,5,69
"355",475,30,"Non-Travel",641,"Sales",25,2,4,"Female",85,3,2,"Sales Executive","Married",4736,6069,7,"Yes",12,3,2,1,4,2,4,2,2,2,2,48
"108",142,25,"Travel_Rarely",240,"Sales",5,3,3,"Male",46,2,2,"Sales Executive","Single",5744,26959,1,"Yes",11,3,4,0,6,1,3,6,4,0,3,46
"97",128,24,"Travel_Rarely",1353,"Sales",3,2,1,"Female",33,3,2,"Sales Executive","Married",4999,17519,0,"No",21,4,1,1,4,2,2,3,2,0,2,66
"1329",1864,27,"Travel_Rarely",728,"Sales",23,1,2,"Female",36,2,2,"Sales Representative","Married",3540,7018,1,"No",21,4,4,1,9,5,3,9,8,5,8,45
"594",823,36,"Travel_Rarely",676,"Research & Development",1,3,3,"Female",35,3,2,"Manufacturing Director","Married",5228,23361,0,"No",15,3,1,1,10,2,3,9,7,0,5,60
"633",875,42,"Travel_Frequently",1271,"Research & Development",2,1,2,"Male",35,3,1,"Research Scientist","Single",2515,9068,5,"Yes",14,3,4,0,8,2,3,2,1,2,2,46
"581",805,35,"Travel_Rarely",384,"Sales",8,4,1,"Female",72,3,1,"Sales Representative","Married",2572,20317,1,"No",16,3,2,1,3,1,2,3,2,0,2,37
"468",626,37,"Non-Travel",142,"Sales",9,4,1,"Male",69,3,3,"Sales Executive","Divorced",8834,24666,1,"No",13,3,4,1,9,6,3,9,5,7,7,62
"746",1034,55,"Travel_Frequently",135,"Research & Development",18,4,3,"Male",62,3,2,"Healthcare Representative","Married",6385,12992,3,"Yes",14,3,4,2,17,3,3,8,7,6,7,25
"1047",1475,44,"Travel_Rarely",1467,"Research & Development",20,3,4,"Male",49,3,1,"Research Scientist","Single",3420,21158,1,"No",13,3,3,0,6,3,2,5,2,1,3,55
"1438",2022,39,"Non-Travel",105,"Research & Development",9,3,4,"Male",87,3,5,"Manager","Single",19431,15302,2,"No",13,3,3,0,21,3,2,6,0,1,3,52
"180",245,38,"Travel_Rarely",1380,"Research & Development",9,2,3,"Female",75,3,1,"Laboratory Technician","Single",2288,6319,1,"No",12,3,3,0,2,3,3,2,2,2,1,46
"809",1120,29,"Travel_Rarely",1107,"Research & Development",28,4,3,"Female",93,3,1,"Research Scientist","Divorced",2514,26968,4,"No",22,4,1,1,11,1,3,7,5,1,7,47
"502",680,30,"Travel_Frequently",160,"Research & Development",3,3,3,"Female",71,3,1,"Research Scientist","Divorced",2083,22653,1,"No",20,4,3,1,1,2,3,1,0,0,0,70
"109",143,25,"Travel_Rarely",1280,"Research & Development",7,1,4,"Male",64,2,1,"Research Scientist","Married",2889,26897,1,"No",11,3,3,2,2,2,3,2,2,2,1,48
"1337",1873,55,"Travel_Rarely",836,"Research & Development",2,4,2,"Male",98,2,1,"Research Scientist","Married",2662,7975,8,"No",20,4,2,1,19,2,4,5,2,0,4,76
"556",766,29,"Travel_Rarely",1090,"Sales",10,3,4,"Male",83,3,1,"Sales Representative","Divorced",2297,17967,1,"No",14,3,4,2,2,2,3,2,2,2,2,70
"599",828,28,"Travel_Rarely",890,"Research & Development",2,4,3,"Male",46,3,1,"Research Scientist","Single",4382,16374,6,"No",17,3,4,0,5,3,2,2,2,2,1,30
"496",667,27,"Travel_Rarely",1420,"Sales",2,1,3,"Male",85,3,1,"Sales Representative","Divorced",3041,16346,0,"No",11,3,2,1,5,3,3,4,3,0,2,40
"777",1077,20,"Travel_Frequently",769,"Sales",9,3,4,"Female",54,3,1,"Sales Representative","Single",2323,17205,1,"Yes",14,3,2,0,2,3,3,2,2,0,2,23
"1353",1903,44,"Travel_Rarely",170,"Research & Development",1,4,2,"Male",78,4,2,"Healthcare Representative","Married",5033,9364,2,"No",15,3,4,1,10,5,3,2,0,2,2,71
"1122",1585,36,"Travel_Rarely",884,"Sales",1,4,2,"Female",73,3,2,"Sales Executive","Single",6815,21447,6,"No",13,3,1,0,15,5,3,1,0,0,0,52
"69",88,35,"Travel_Frequently",664,"Research & Development",1,3,2,"Male",79,3,1,"Research Scientist","Married",2194,5868,4,"No",13,3,4,1,5,2,2,3,2,1,2,75
"645",895,31,"Travel_Rarely",1222,"Research & Development",11,4,4,"Male",48,3,1,"Research Scientist","Married",2356,14871,3,"Yes",19,3,2,1,8,2,3,6,4,0,2,51
"192",260,27,"Travel_Rarely",894,"Research & Development",9,3,4,"Female",99,3,1,"Research Scientist","Single",2279,11781,1,"No",16,3,4,0,7,2,2,7,7,0,3,59
"66",84,55,"Travel_Rarely",836,"Research & Development",8,3,4,"Female",33,3,4,"Manager","Divorced",14756,19730,2,"Yes",14,3,3,3,21,2,3,5,0,0,2,68
"1167",1644,48,"Travel_Frequently",365,"Research & Development",4,5,3,"Male",89,2,4,"Manager","Married",15202,5602,2,"No",25,4,2,1,23,3,3,2,2,2,2,68
"841",1172,35,"Travel_Rarely",982,"Research & Development",1,4,4,"Male",58,2,1,"Laboratory Technician","Married",2258,16340,6,"No",12,3,2,1,10,2,3,8,0,1,7,66
"1029",1448,41,"Travel_Rarely",1283,"Research & Development",5,5,2,"Male",90,4,1,"Research Scientist","Married",2127,5561,2,"Yes",12,3,1,0,7,5,2,4,2,0,3,69
