"","EmployeeNumber","Age","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","PropensityToStay"
"1026",1445,24,"Travel_Rarely",1476,"Sales",4,1,4,"Female",42,3,2,"Sales Executive","Married",4162,15211,1,"Yes",12,3,3,2,5,3,3,5,4,0,3,67
"1118",1580,34,"Travel_Rarely",1351,"Research & Development",1,4,2,"Male",45,3,2,"Research Scientist","Married",5484,13008,9,"No",17,3,2,1,9,3,2,2,2,2,1,56
"1248",1749,31,"Travel_Rarely",1003,"Sales",5,3,1,"Male",51,3,2,"Sales Executive","Married",8346,20943,1,"No",19,3,3,1,6,3,3,5,2,0,2,41
"1405",1976,42,"Non-Travel",335,"Research & Development",23,2,4,"Male",37,2,2,"Research Scientist","Single",4332,14811,1,"No",12,3,4,0,20,2,3,20,9,3,7,60
"1161",1635,45,"Travel_Rarely",1329,"Research & Development",2,2,4,"Female",59,2,2,"Manufacturing Director","Divorced",5770,5388,1,"No",19,3,1,2,10,3,3,10,7,3,9,75
"402",532,56,"Travel_Frequently",906,"Sales",6,3,3,"Female",86,4,4,"Sales Executive","Married",13212,18256,9,"No",11,3,4,3,36,0,2,7,7,7,7,43
"1091",1544,29,"Travel_Rarely",441,"Research & Development",8,1,3,"Female",39,1,2,"Healthcare Representative","Married",9715,7288,3,"No",13,3,3,1,9,3,3,7,7,0,7,59
"1055",1484,49,"Travel_Rarely",1490,"Research & Development",7,4,3,"Male",35,3,3,"Healthcare Representative","Divorced",10466,20948,3,"No",14,3,2,2,29,3,3,8,7,0,7,54
"1211",1698,33,"Travel_Rarely",267,"Research & Development",21,3,2,"Male",79,4,1,"Laboratory Technician","Married",2028,13637,1,"No",18,3,4,3,14,6,3,14,11,2,13,56
"1173",1650,29,"Travel_Rarely",469,"Sales",10,3,3,"Male",42,2,2,"Sales Executive","Single",5869,23413,9,"No",11,3,3,0,8,2,3,5,2,1,4,66
"984",1383,34,"Travel_Rarely",404,"Research & Development",2,4,3,"Female",98,3,2,"Healthcare Representative","Single",6687,6163,1,"No",11,3,4,0,14,2,4,14,11,4,11,60
"399",529,37,"Non-Travel",1063,"Research & Development",25,5,2,"Female",72,3,2,"Research Scientist","Married",4449,23866,3,"Yes",15,3,1,2,15,2,3,13,11,10,7,31
"1124",1587,35,"Travel_Rarely",670,"Research & Development",10,4,1,"Female",51,3,2,"Healthcare Representative","Single",6142,4223,3,"Yes",16,3,3,0,10,4,3,5,2,0,4,57
"872",1219,24,"Travel_Rarely",984,"Research & Development",17,2,4,"Female",97,3,1,"Laboratory Technician","Married",2210,3372,1,"No",13,3,1,1,1,3,1,1,0,0,0,31
"676",941,31,"Travel_Rarely",154,"Sales",7,4,2,"Male",41,2,1,"Sales Representative","Married",2329,11737,3,"No",15,3,2,0,13,2,4,7,7,5,2,60
